Best Overall Rating,Body Type,Club,Height,Height - Split 1,Height - Split 1 (bin),Joined,Kit Number,Loaned From,Name,Nationality,Position,Preferred Foot,Release Clause,Value (bin),Weight,Weight - Split 1,Weight - Split 1 (bin),Work Rate,Age,Contract Valid Until,International Reputation,Player Score Overall,Potential,Skill Moves,Special,Value,Wage,Weak Foot
,Normal (170-185),Club Deportivo Guabirá,180cm,180,180,"Jan 1, 2020",29,,N. Amarilla,Paraguay,Defender,Left,€591K,0,75kg,75,75,Medium/ High,34,2022,1,66,66,2,1489,0.275,0.5,3
,Lean (170-),Bristol Rovers,170cm,170,170,"Aug 6, 2022",3,,L. Gordon,Scotland,Defender,Left,€683K,0,64kg,64,60,High/ Medium,21,2024,1,57,67,2,1489,0.35,1,2
,Normal (185+),BK Häcken,186cm,186,185,"Jan 8, 2022",19,,O. Uddenäs,Sweden,Forward,Left,€2M,0,75kg,75,75,Medium/ Medium,19,2025,1,64,76,3,1489,1.4,1,3
,Stocky (185+),Club Universitario de Deportes,189cm,189,185,"Jan 1, 2022",24,,22 Á. Cayetano,Uruguay,Midfielder,Right,€860K,0,94kg,94,90,Low/ High,30,2022,1,63,63,3,1488,0.4,0.5,2
,Lean (170-185),Shenzhen FC,180cm,180,180,"Nov 2, 2020",30,,Huang Ruifeng,China PR,Defender,Right,€525K,0,67kg,67,65,Medium/ Medium,22,2023,1,56,67,2,1488,0.3,2,3
,Lean (185+),Palermo,192cm,192,190,"Jul 1, 2022",27,,E. Soleri,Italy,Forward,Right,€1.4M,0,75kg,75,75,Medium/ Medium,24,2025,1,62,69,2,1488,0.8,1,3
,Lean (170-185),Deportivo Binacional,176cm,176,175,"Jan 1, 2019",24,,21 A. Pérez,Peru,Defender,Right,€1.9M,0,74kg,74,70,Medium/ Low,30,2021,1,67,67,2,1487,0.875,0.5,3
,,RSC Anderlecht,194cm,194,190,,19,,10 N. Frutos,Argentina,Forward,Right,,0,88kg,88,85,N/A/ N/A,28,2012,2,75,78,1,1487,0,0,3
,Normal (170-185),SC East Bengal FC,174cm,174,170,"Aug 3, 2022",19,,A. Jadhav,India,Midfielder,Right,€504K,0,72kg,72,70,High/ Medium,21,2024,1,56,66,2,1487,0.325,0.5,4
,Stocky (170-185),Hermanos Colmenarez,180cm,180,180,"Jul 1, 2020",25,,C. Osorio,Venezuela,Defender,Right,€2.9M,0,82kg,82,80,Medium/ Medium,25,2022,1,67,72,2,1486,1.3,0.5,2
,Normal (170-185),Perugia,184cm,184,180,"Jul 1, 2022",14,,S. Angori,Italy,Defender,Left,€979K,0,72kg,72,70,Medium/ Medium,18,2024,1,58,73,2,1486,0.45,0.5,3
,Lean (185+),FC Lorient,190cm,190,190,"Jul 18, 2022",3,,M. Talbi,Tunisia,Defender,Right,€2.9M,0,81kg,81,80,Medium/ Medium,24,2025,1,67,72,2,1486,1.4,5,3
,Normal (185+),Aalborg BK,192cm,192,190,"Jul 1, 2022",21,,L. Kramer,Netherlands,Defender,Right,€3.3M,0,86kg,86,85,Medium/ Medium,22,2025,1,68,75,2,1486,2.3,5,3
,Normal (185+),Cerro Largo Fútbol Club,197cm,197,195,"Jan 24, 2022",2,,M. Gianoli,Uruguay,Defender,Left,€3.5M,0,84kg,84,80,Medium/ High,21,2022,1,65,76,2,1485,1.5,0.5,3
,Lean (170-185),St. Patrick's Athletic,180cm,180,180,"Jul 5, 2022",12,,H. Brockbank,England,Defender,Right,€831K,0,73kg,73,70,Medium/ Medium,23,2022,1,60,67,2,1485,0.475,0.55,3
,Lean (185+),Girona FC,190cm,190,190,"Aug 19, 2019",22,,S. Bueno,Uruguay,Defender,Right,€7M,0,76kg,76,75,Medium/ High,23,2024,1,69,77,2,1485,2.9,9,3
,Normal (185+),Norwich City,188cm,188,185,"Dec 2, 2019",4,,A. Omobamidele,Republic of Ireland,Defender,Right,€5.3M,0,78kg,78,75,Medium/ High,20,2026,1,68,79,2,1484,2.5,11,3
,Normal (170-185),Yeni Malatyaspor,178cm,178,175,"Aug 3, 2021",77,,22 M. Altıntaş,Turkey,Midfielder,Right,€806K,0,68kg,68,65,Medium/ Medium,19,2024,1,60,66,3,1484,0.375,1,3
,Lean (170-185),Austria Lustenau,183cm,183,180,"Jul 7, 2022",70,,S. Surdanović,Serbia,Midfielder,Right,€1.3M,0,76kg,76,75,High/ Medium,23,2024,1,63,69,2,1484,0.775,2,3
,Normal (170-185),Barcelona Sporting Club,175cm,175,175,"Jan 1, 2021",23,,E. Valencia,Ecuador,Forward,Left,€1.3M,0,66kg,66,65,Medium/ Medium,19,2023,1,60,70,3,1484,0.525,0.5,3
,Normal (185+),Jiangsu FC,186cm,186,185,"Mar 9, 2010",5,,21 Dong Feng,China PR,Defender,Right,€581K,0,79kg,79,75,Low/ High,32,2022,1,64,64,2,1484,0.375,5,4
,Normal (185+),Tranmere Rovers,185cm,185,185,"Jul 26, 2022",14,,J. Turnbull,England,Defender,Left,€1.1M,0,72kg,72,70,Medium/ Medium,27,2024,1,65,65,2,1484,0.65,4,2
,Normal (185+),Bruk-Bet Termalica Nieciecza,194cm,194,190,"Feb 28, 2022",88,,22 T. Poznar,Czech Republic,Forward,Right,€641K,0,81kg,81,80,Medium/ Low,32,2023,1,64,64,2,1484,0.475,2,3
,Lean (185+),Podbeskidzie Bielsko-Biała,187cm,187,185,"Sep 14, 2018",15,,21 J. Bieroński,Poland,Midfielder,Right,€691K,0,72kg,72,70,High/ Medium,17,2024,1,56,74,2,1484,0.35,0.5,2
,Normal (170-185),Odense Boldklub,173cm,173,170,"Aug 1, 2020",8,,J. Breum,Denmark,Forward,Right,€1.5M,0,69kg,69,65,Medium/ Medium,18,2026,1,61,78,2,1483,0.825,1,3
,Lean (170-),FC Volendam,170cm,170,170,"Jul 1, 2020",34,,I. El Kadiri,Morocco,Forward,Right,€1.8M,0,62kg,62,60,Medium/ Low,20,2024,1,63,71,3,1483,1.1,2,3
,Normal (170-185),Zamora Fútbol Club,173cm,173,170,"Jan 6, 2020",24,,21 L. Mosquera,Venezuela,Midfielder,Right,€823K,0,70kg,70,70,Low/ Medium,19,2024,1,57,68,2,1482,0.35,0.5,3
,Normal (185+),Walsall,188cm,188,185,"Jul 1, 2022",11,,A. Williams,England,Forward,Right,€175K,0,78kg,78,75,High/ Medium,35,2023,1,60,60,2,1482,0.1,2,3
,Lean (170-185),Seongnam FC,178cm,178,175,"Jan 8, 2020",34,,Choi Ji Moog,Korea Republic,Defender,Left,€616K,0,66kg,66,65,Medium/ High,23,2022,1,59,66,2,1482,0.425,0.8,4
,Normal (170-),Hyderabad FC,170cm,170,170,"Jul 1, 2018",10,,M. Yasir,India,Forward,Left,€356K,0,68kg,68,65,High/ Medium,24,2023,1,57,62,3,1481,0.25,0.5,3
,Normal (170-185),Seraing,183cm,183,180,"Jan 2, 2019",20,,22 Y. Nadrani,France,Defender,Right,€1.8M,0,78kg,78,75,Medium/ High,24,2022,1,66,71,2,1481,1.2,4,3
,Normal (170-185),AFC Hermannstadt,180cm,180,180,"Feb 23, 2021",51,,A. Oroian,Romania,Forward,Right,€853K,0,72kg,72,70,Medium/ Medium,21,2025,1,60,70,3,1481,0.55,1,2
,Normal (170-185),FC Goa,179cm,179,175,"May 1, 2021",4,,A. Ali,India,Defender,Right,€543K,0,74kg,74,70,High/ Medium,21,2026,1,57,67,2,1481,0.35,0.5,5
,Stocky (185+),AS Saint-Étienne,188cm,188,185,"Jul 1, 2016",3,,M. Nadé,France,Defender,Right,€7.8M,0,80kg,80,80,Low/ Medium,23,2024,1,71,79,2,1481,3.9,5,2
,,Juventus,176cm,176,175,,5,,10 F. Cannavaro,Italy,Defender,Right,,0,75kg,75,75,N/A/ N/A,35,2010,4,82,89,1,1481,0,0,3
,Normal (185+),Örebro SK,190cm,190,190,"Jul 27, 2021",4,,22 N. Moro,Ghana,Defender,Right,€861K,0,79kg,79,75,Medium/ Medium,24,2023,1,63,68,2,1480,0.65,1,2
,Normal (170-),Academia Puerto Cabello,169cm,169,165,"Jan 1, 2020",16,,22 J. Arape,Venezuela,Defender,Right,€1.9M,0,65kg,65,65,Medium/ Medium,20,2022,1,61,73,3,1480,0.8,0.5,3
,Normal (170-185),Real Betis Balompié,184cm,184,180,"Aug 30, 2020",1,,C. Bravo,Chile,Goalkeeper,Right,€3.4M,0,80kg,80,80,Medium/ Medium,39,2023,3,78,78,1,1480,1.6,11,3
,Normal (185+),Luton Town,196cm,196,195,"Jul 1, 2018",5,,S. Bradley,England,Defender,Left,€2.5M,0,90kg,90,90,Medium/ High,30,2023,1,70,70,2,1480,1.3,17,3
,Normal (170-185),Sandefjord Fotball,175cm,175,175,"Mar 1, 2021",20,,F. Nyenetue,Norway,Forward,Left,€870K,0,70kg,70,70,High/ Medium,21,2023,1,60,72,3,1480,0.6,0.7,3
,Lean (170-),CD Everton de Viña del Mar,170cm,170,170,"Jan 1, 2020",14,,C. Medina,Chile,Midfielder,Right,€698K,0,71kg,71,70,Medium/ Medium,21,2022,1,58,68,2,1480,0.45,0.6,3
,Normal (185+),KAA Gent,198cm,198,195,"Aug 24, 2021",9,,D. Lemajić,Serbia,Forward,Right,€1.1M,0,92kg,92,90,Medium/ Medium,28,2023,1,65,65,2,1479,0.725,7,3
,Normal (170-185),FC Seoul,173cm,173,170,"Feb 1, 2021",35,,Paik Sang Hoon,Korea Republic,Midfielder,Right,€508K,0,70kg,70,70,Medium/ Medium,20,2022,1,56,68,3,1479,0.35,1,3
,Normal (185+),Raków Częstochowa,185cm,185,185,"Jan 28, 2022",25,,B. Racovițan,Romania,Defender,Right,€3.3M,0,80kg,80,80,Medium/ Medium,22,2025,1,67,75,2,1479,2.1,4,2
,Normal (185+),Club Social y Deportivo Macará,185cm,185,185,"Jan 1, 2021",21,,22 B. Villacis,Ecuador,Defender,Right,€1.5M,0,79kg,79,75,Medium/ Medium,22,2023,1,61,68,2,1479,0.625,0.5,2
,Lean (185+),Sint-Truidense VV,187cm,187,185,"Jan 31, 2022",3,,A. Al-Dakhil,Belgium,Defender,Right,€3.3M,0,70kg,70,70,Low/ High,20,2026,1,65,78,2,1479,1.6,3,3
,Stocky (185+),F.C. Hansa Rostock,188cm,188,185,"Jul 20, 2021",16,,R. Malone,United States,Defender,Right,€1.3M,0,87kg,87,85,Medium/ Medium,29,2023,1,67,67,2,1479,0.85,5,3
,Normal (185+),VfL Bochum 1848,186cm,186,185,"Jul 1, 2015",1,,M. Riemann,Germany,Goalkeeper,Right,€9.9M,0,83kg,83,80,Medium/ Medium,33,2025,1,79,79,1,1479,5.5,23,5
,Normal (170-),Club Deportivo Oriente Petrolero,170cm,170,170,"Jan 1, 2020",25,,21 S. Pozo,Bolivia,Midfielder,Right,€541K,0,65kg,65,65,Medium/ Medium,22,2024,1,56,62,2,1478,0.23,0.5,3
,Normal (185+),Arsenal de Sarandí,187cm,187,185,,14,"<a href=""/team/111706/godoy-cruz/"">Godoy Cruz</a>",G. Goñi,Argentina,Defender,Right,,0,83kg,83,80,Low/ Medium,23,,1,68,75,2,1478,2.2,4,2
,Normal (170-185),Barrow,181cm,181,180,"Jul 1, 2022",21,,T. Warren,England,Defender,Right,€634K,0,72kg,72,70,High/ Medium,23,2024,1,59,65,2,1478,0.325,1,3
,Lean (170-185),Club Always Ready,174cm,174,170,"Feb 5, 2022",27,,D. Medina,Bolivia,Defender,Right,€1.6M,0,62kg,62,60,Medium/ Medium,20,2022,1,61,70,2,1478,0.675,0.5,3
,Lean (185+),Newport County,196cm,196,195,"Jun 10, 2022",3,,D. Drysdale,England,Defender,Right,€1.6M,0,76kg,76,75,Medium/ Medium,22,2024,1,62,73,2,1477,0.825,2,3
,Normal (170-185),Club Atlético Rentistas,179cm,179,175,"Apr 22, 2021",26,,22 L. Puyol,Uruguay,Midfielder,Left,€517K,0,71kg,71,70,Medium/ Medium,17,2021,1,54,65,2,1477,0.22,0.5,2
,Normal (170-185),FC Lorient,177cm,177,175,"May 20, 2021",11,,D. Ouattara,Burkina Faso,Forward,Left,€2.4M,0,71kg,71,70,Medium/ Medium,20,2024,1,63,73,2,1477,1.1,3,3
,Normal (170-),Metropolitanos de Caracas FC,164cm,164,160,"Dec 20, 2020",28,,N. Cova,Venezuela,Defender,Left,€1.7M,0,64kg,64,60,Medium/ Medium,27,2022,1,65,66,2,1477,0.75,0.5,2
,Normal (170-185),12 de Octubre FC,171cm,171,170,"Jan 14, 2021",19,,22 J. Brítez,Paraguay,Midfielder,Left,€1.8M,0,67kg,67,65,High/ Low,24,2021,1,63,69,2,1477,0.75,0.5,3
,Normal (185+),FC Cartagena,185cm,185,185,"Jul 1, 2021",5,,Pablo Vázquez,Spain,Defender,Right,€2.5M,0,82kg,82,80,Medium/ Medium,27,2023,1,69,71,2,1476,1.5,4,3
,Normal (185+),FC U Craiova 1948,195cm,195,195,"Jul 1, 2022",35,,André Duarte,Portugal,Defender,Right,€926K,0,88kg,88,85,Medium/ Medium,24,2023,1,63,68,2,1476,0.65,2,2
,Lean (185+),CD Mirandés,191cm,191,190,,9,"<a href=""/team/449/real-betis-balompie/"">Real Betis Balompié</a>",Raúl García,Spain,Forward,Right,,0,69kg,69,65,High/ Low,21,,1,66,79,4,1476,2.1,6,3
,Normal (170-185),General Caballero (JLM),180cm,180,180,"Jan 1, 2021",24,,T. Lezcano,Paraguay,Defender,Left,€914K,0,84kg,84,80,Medium/ Medium,30,2022,1,63,63,2,1476,0.425,0.5,2
,Normal (170-185),Montevideo City Torque,178cm,178,175,"Aug 27, 2021",13,,22 J. Zeballos,Uruguay,Forward,Right,€1.9M,0,75kg,75,75,Medium/ Medium,24,2024,1,64,68,3,1476,0.85,0.5,3
,Lean (170-185),Club Atlético Palmaflor,183cm,183,180,"Jan 4, 2021",5,,22 L. Toco,Bolivia,Defender,Right,€860K,0,77kg,77,75,Medium/ High,29,2022,1,63,63,2,1475,0.4,0.5,3
,Normal (185+),Universidad Técnica de Cajamarca,187cm,187,185,"Jan 1, 2021",4,,22 G. Gordillo,Guatemala,Defender,Right,€1.7M,0,82kg,82,80,Medium/ High,26,2021,1,65,67,2,1475,0.775,0.5,2
,Lean (170-185),Aragua Fútbol Club,172cm,172,170,"Jan 1, 2019",24,,22 P. Álvarez,Venezuela,Defender,Right,€2.4M,0,67kg,67,65,Low/ Medium,20,2022,1,63,72,3,1475,1,0.5,2
,Lean (170-185),Drogheda United,183cm,183,180,"Jan 25, 2014",18,,15 D. Doyle,Republic of Ireland,Defender,Right,,0,75kg,75,75,Medium/ Medium,33,2014,1,53,53,2,1475,0.03,2,3
,Stocky (170-185),Club Alianza Lima,180cm,180,180,"Jan 7, 2021",3,,Y. Vílchez,Peru,Defender,Right,€3.6M,0,73kg,73,70,Low/ High,27,2022,1,69,72,2,1475,1.6,0.5,2
,Normal (185+),SV Darmstadt 98,195cm,195,195,"Jan 3, 2021",3,,T. Isherwood,Sweden,Defender,Left,€3M,0,87kg,87,85,Medium/ High,24,2024,1,69,73,2,1474,1.8,8,3
,Lean (185+),12 de Octubre FC,185cm,185,185,"Jan 1, 2022",26,,22 F. Manenti,Argentina,Defender,Right,€1.8M,0,75kg,75,75,Medium/ Medium,24,2022,1,64,69,2,1474,0.8,0.5,3
,Lean (185+),Hamarkameratene,185cm,185,185,"Jan 17, 2021",58,,H. Kurucay,Turkey,Defender,Right,€1.7M,0,79kg,79,75,Low/ High,24,2022,1,64,72,2,1473,1.2,0.95,3
,Normal (170-185),Club Atlético Grau,175cm,175,175,"Jan 9, 2020",8,,21 D. Ramírez,Peru,Midfielder,Right,€378K,0,72kg,72,70,Medium/ High,25,2021,1,55,58,2,1473,0.17,0.5,3
,Normal (185+),FC Ingolstadt 04,188cm,188,185,"Jul 1, 2022",27,,M. Doumbouya,Guinea,Midfielder,Right,€1M,0,79kg,79,75,Medium/ Low,24,2022,1,62,68,2,1473,0.625,2,3
,Lean (185+),Club Independiente Santa Fe,185cm,185,185,"Jan 1, 2020",39,,22 K. Mantilla,Colombia,Defender,Right,€988K,0,82kg,82,80,Medium/ Medium,18,2022,1,59,72,2,1473,0.5,0.5,3
,Normal (185+),FC Vizela,189cm,189,185,"Jan 1, 2022",5,,Anderson Jesus,Brazil,Defender,Right,€3.4M,0,77kg,77,75,Medium/ Medium,27,2024,1,70,71,2,1473,1.6,4,2
,Lean (170-185),Guayaquil City FC,182cm,182,180,"Jan 12, 2021",40,,22 R. Corozo,Ecuador,Midfielder,Left,€1.3M,0,68kg,68,65,Medium/ Medium,21,2022,1,60,68,2,1472,0.55,0.5,2
,Normal (185+),Henan Songshan Longmen FC,187cm,187,185,"Apr 27, 2022",3,,Yang Shuai,China PR,Defender,Right,€1.3M,0,88kg,88,85,Low/ Medium,25,2024,1,64,69,2,1472,0.775,3,2
,Normal (185+),Portimonense SC,194cm,194,190,"Aug 1, 2021",44,,Pedrão,Brazil,Defender,Right,€5.1M,0,87kg,87,85,Medium/ High,25,2027,1,70,76,2,1472,2.2,5,2
,Lean (170-185),Halmstads BK,182cm,182,180,"Jan 1, 2019",16,,22 E. Ahlstrand,Sweden,Midfielder,Left,€689K,0,75kg,75,75,Medium/ Medium,19,2022,1,59,68,2,1472,0.475,0.5,3
,Normal (185+),AFC Chindia Târgoviște,189cm,189,185,"Jul 1, 2022",25,,D. Boldor,Romania,Defender,Left,€891K,0,83kg,83,80,Medium/ Medium,27,2022,1,64,66,2,1472,0.625,1,2
,Normal (185+),Adana Demirspor,190cm,190,190,"Jan 22, 2021",5,,S. Akaydin,Turkey,Defender,Right,€2.1M,0,82kg,82,80,Medium/ High,28,2024,1,67,69,2,1472,1,7,2
,Normal (185+),Vancouver Whitecaps FC,188cm,188,185,"Feb 9, 2020",4,,R. Veselinović,Serbia,Defender,Right,€2.9M,0,77kg,77,75,Low/ High,23,2023,1,68,74,2,1471,1.7,3,3
,Normal (170-),Club Sporting Cristal,170cm,170,170,"Feb 25, 2020",10,,22 J. Marchán,Venezuela,Midfielder,Left,€2.1M,0,58kg,58,55,Medium/ Medium,22,2022,1,62,71,3,1471,0.9,0.5,3
,Lean (170-185),Odisha FC,178cm,178,175,"Aug 1, 2020",8,,P. Ramfangzauva,India,Midfielder,Right,€357K,0,74kg,74,70,Medium/ Medium,23,2023,1,54,63,2,1471,0.23,0.5,3
,Normal (170-),Al Khaleej,170cm,170,170,"Jul 1, 2017",27,,H. Al Nowaiqi,Saudi Arabia,Defender,Right,€431K,0,60kg,60,60,High/ Medium,26,2023,1,58,61,2,1471,0.25,2,3
,Normal (185+),Aalborg BK,202cm,202,200,"Jan 27, 2021",19,,A. Ementa,Denmark,Forward,Right,€1.5M,0,82kg,82,80,Medium/ Low,20,2023,1,61,74,2,1470,0.8,2,3
,Normal (170-185),Club Atlético River Plate,183cm,183,180,"Jul 1, 2019",13,,21 G. Viera,Uruguay,Defender,Right,€753K,0,80kg,80,80,Medium/ High,33,2021,1,65,65,2,1470,0.35,0.5,2
,Lean (170-185),Patronato,180cm,180,180,,17,"<a href=""/team/112670/club-atletico-talleres/"">Club Atlético Talleres</a>",F. Álvarez,Argentina,Defender,Right,,0,74kg,74,70,Medium/ Medium,22,,1,67,77,2,1470,2.1,4,3
,Stocky (170-185),Cerro Largo Fútbol Club,179cm,179,175,"Apr 22, 2021",9,,21 E. Borges,Uruguay,Forward,Left,€1.4M,0,89kg,89,85,Medium/ Low,33,2024,1,67,67,3,1470,0.65,5,2
,Lean (170-185),Centro Atlético Fénix,178cm,178,175,"Jan 13, 2020",16,,21 C. Núñez,Uruguay,Midfielder,Right,€834K,0,72kg,72,70,Medium/ Medium,26,2022,1,61,64,2,1470,0.375,0.5,3
,Lean (170-185),Stoke City,183cm,183,180,"Apr 2, 2021",32,,C. Taylor,England,Defender,Right,€2.5M,0,86kg,86,85,Low/ High,20,2023,1,64,74,2,1470,1.2,4,3
,Normal (170-),Club Sportivo Luqueño,170cm,170,170,"Oct 15, 2020",17,,21 J. Vera,Argentina,Defender,Right,€564K,0,69kg,69,65,High/ Medium,21,2024,1,54,64,2,1470,0.24,0.5,3
,Stocky (170-185),NorthEast United FC,176cm,176,175,"Sep 15, 2021",16,,M. Irshad,India,Defender,Right,€171K,0,79kg,79,75,High/ Medium,27,2024,1,54,56,2,1470,0.12,0.5,3
,Normal (185+),Estoril Praia,187cm,187,185,"Jun 30, 2020",3,,Bernardo Vital,Portugal,Defender,Right,€6.5M,0,80kg,80,80,Medium/ Medium,21,2025,1,69,79,2,1470,2.9,3,3
,Normal (185+),DSC Arminia Bielefeld,194cm,194,190,,4,"<a href=""/team/112172/rb-leipzig/"">RB Leipzig</a>",F. Jäkel,Germany,Defender,Right,,0,89kg,89,85,Medium/ High,21,,1,68,79,2,1469,2.5,11,2
,Lean (170-185),Rot-Weiß Essen,172cm,172,170,,18,"<a href=""/team/485/hannover-96/"">Hannover 96</a>",L. Ennali,Germany,Forward,Right,,0,68kg,68,65,Low/ Low,20,,1,60,72,2,1469,0.6,4,2
,Normal (185+),Modena,189cm,189,185,"Sep 1, 2020",4,,A. Pergreffi,Italy,Defender,Left,€504K,0,85kg,85,85,Medium/ High,34,2024,1,67,67,2,1469,0.325,1,3
,Normal (170-185),Aragua Fútbol Club,184cm,184,180,"Jul 10, 2019",9,,21 G. Fernández,Venezuela,Forward,Right,€430K,0,83kg,83,80,Medium/ Medium,32,2024,1,60,60,2,1469,0.2,0.5,3
,Normal (170-185),İstanbulspor,180cm,180,180,"Oct 11, 2020",66,,A. Yasar,Belgium,Defender,Left,€1M,0,70kg,70,70,Medium/ Medium,27,2025,1,63,64,2,1469,0.5,3,2
,Normal (170-185),FK Jerv,183cm,183,180,"May 15, 2020",3,,D. Arrocha,Denmark,Defender,Right,€530K,0,75kg,75,75,Low/ Medium,27,2022,1,62,63,2,1469,0.4,0.85,3
,Normal (185+),Genoa,193cm,193,190,"Aug 31, 2021",52,,N. Maksimović,Serbia,Defender,Right,€2.4M,0,87kg,87,85,Medium/ Medium,30,2025,2,71,71,2,1468,1.5,3,3
,Normal (185+),Swansea City,188cm,188,185,"Jul 1, 2018",5,,B. Cabango,Wales,Defender,Right,€6.9M,0,81kg,81,80,Medium/ Medium,22,2023,1,70,80,2,1468,3.3,13,2
,Normal (170-185),Damac FC,176cm,176,175,"Jul 7, 2021",19,,A. Hawsawi,Saudi Arabia,Defender,Right,€518K,0,76kg,76,75,Medium/ High,26,2023,1,60,63,2,1468,0.3,3,3
,Lean (170-185),Aytemiz Alanyaspor,181cm,181,180,"Jul 5, 2021",88,,Y. Özdemir,Turkey,Midfielder,Left,€660K,0,73kg,73,70,Medium/ Medium,21,2025,1,56,64,2,1467,0.3,2,3
,Lean (185+),Philadelphia Union,198cm,198,195,"Feb 24, 2017",3,,J. Elliott,England,Defender,Right,€4.6M,0,83kg,83,80,Low/ High,26,2024,1,72,76,2,1467,2.9,6,3
,Normal (170-185),Liverpool Fútbol Club,179cm,179,175,"Jan 3, 2022",18,,A. Cayetano,Uruguay,Defender,Left,€3.5M,0,77kg,77,75,High/ Medium,22,2022,1,65,74,2,1466,1.5,0.5,2
,Normal (185+),Warta Poznań,191cm,191,190,"Jul 5, 2022",54,,D. Stavropoulos,Greece,Defender,Right,€1.9M,0,87kg,87,85,Medium/ Medium,25,2024,1,67,71,2,1466,1.3,1,3
,Lean (170-185),Busan IPark,180cm,180,180,"Feb 23, 2021",27,,21 D. Drozdek,Croatia,Forward,Right,€431K,0,70kg,70,70,Medium/ Medium,24,2022,1,60,63,2,1466,0.325,1,3
,Lean (170-185),ŁKS Łódź,182cm,182,180,"Aug 12, 2019",26,,20 P. Sajdak,Poland,Midfielder,Right,€178K,0,72kg,72,70,Medium/ Medium,19,2022,1,52,65,2,1466,0.09,0.55,2
,Normal (185+),IK Sirius,188cm,188,185,"Jan 29, 2022",4,,K. da Graca,Sweden,Defender,Right,€1.6M,0,80kg,80,80,Medium/ Medium,24,2025,1,66,71,2,1465,1.2,1,2
,Normal (170-185),Grenoble Foot 38,183cm,183,180,"Jul 1, 2021",15,,J. Jeno,France,Midfielder,Left,€683K,0,75kg,75,75,Medium/ High,22,2025,1,57,65,2,1465,0.35,1,3
,Normal (185+),WSG Tirol,186cm,186,185,"Jul 9, 2022",9,,N. Prelec,Slovenia,Forward,Left,€1.6M,0,80kg,80,80,Medium/ Medium,21,2024,1,62,74,2,1465,0.975,2,3
,Lean (170-),Cusco Fútbol Club,169cm,169,165,"Jan 1, 2020",20,,21 J. Uscamayta,Peru,Midfielder,Right,€833K,0,63kg,63,60,Medium/ Medium,18,2022,1,55,70,2,1464,0.3,0.5,2
,Normal (185+),Club Sol de América,187cm,187,185,"Jul 1, 2019",21,,21 M. Portillo,Paraguay,Defender,Right,€834K,0,90kg,90,90,Low/ High,28,2024,1,62,63,2,1464,0.375,0.5,3
,Lean (170-185),Club Sol de América,175cm,175,175,"Jan 1, 2020",10,,22 I. Cazal,Paraguay,Midfielder,Right,€3.8M,0,72kg,72,70,High/ Medium,22,2024,1,65,74,3,1464,1.6,0.5,3
,Lean (185+),VfB Oldenburg,193cm,193,190,"Aug 12, 2021",30,,A. Ifeadigo,Germany,Forward,Right,€610K,0,85kg,85,85,Medium/ Medium,25,2023,1,61,62,2,1464,0.4,0.5,2
,Normal (170-185),Club Sol de América,179cm,179,175,"Jul 1, 2021",33,,22 M. Jacquet,Paraguay,Defender,Right,€1.8M,0,75kg,75,75,Low/ Medium,26,2022,1,65,68,2,1463,0.825,0.5,3
,Normal (170-185),Club Social y Deportivo Macará,175cm,175,175,"Dec 24, 2020",28,,22 B. Hernández,Ecuador,Defender,Right,€1.7M,0,72kg,72,70,Medium/ Medium,22,2022,1,63,69,2,1463,0.725,0.5,3
,Lean (170-),AC Mineros de Guayana,169cm,169,165,"Jan 1, 2018",14,,22 D. Hernández,Venezuela,Defender,Left,€3.1M,0,67kg,67,65,Medium/ Medium,19,2023,1,63,76,2,1463,1.1,0.5,2
,Normal (170-185),Guaireña FC,179cm,179,175,"Jan 19, 2022",14,,J. Jiménez,Paraguay,Defender,Left,€1.6M,0,82kg,82,80,Medium/ Medium,25,2022,1,64,67,2,1463,0.725,0.5,1
,Normal (170-),Llaneros de Guanare Escuela de Fútbol,165cm,165,165,"Jan 1, 2017",6,,21 C. Torres,Venezuela,Defender,Left,€645K,0,64kg,64,60,Medium/ Medium,31,2024,1,62,62,2,1463,0.3,0.5,3
,Normal (170-185),Independiente Petrolero,178cm,178,175,"Jan 1, 2022",32,,22 F. Silva,Ecuador,Defender,Right,€860K,0,77kg,77,75,Medium/ High,30,2022,1,63,63,2,1462,0.4,0.5,3
,Normal (185+),PGE FKS Stal Mielec,188cm,188,185,"Jun 17, 2022",22,,D. Barauskas,Lithuania,Defender,Left,€855K,0,78kg,78,75,Medium/ Medium,25,2023,1,63,67,2,1462,0.6,0.9,3
,Lean (170-185),Helsingborgs IF,178cm,178,175,"Oct 1, 2021",29,,J. Amoako,Ghana,Midfielder,Right,€1.1M,0,70kg,70,70,Medium/ Medium,19,2022,1,60,75,3,1462,0.575,0.5,4
,Lean (185+),Club de Foot Montréal,188cm,188,185,"Jan 14, 2020",16,,J. Waterman,Canada,Defender,Right,€1.8M,0,75kg,75,75,Medium/ High,26,2022,1,67,70,2,1462,1.2,3,2
,Normal (185+),FC Nordsjælland,185cm,185,185,"Mar 12, 2021",39,,A. Nagalo,Côte d'Ivoire,Defender,Right,€1.6M,0,75kg,75,75,Medium/ Medium,19,2023,1,63,75,2,1462,1.1,1,2
,Normal (170-185),FC Paços de Ferreira,184cm,184,180,"Jul 1, 2020",3,,Nuno Lima,Portugal,Defender,Right,€4.6M,0,76kg,76,75,Low/ High,21,2024,1,66,78,2,1462,2,2,2
